TV,Radio,Social Media,Influencer_Macro,Influencer_Mega,Influencer_Micro,Influencer_Nano,Sales
86.0,24.12,7.89,0,0,1,0,297.42
82.0,31.27,7.16,0,1,0,0,292.8
46.0,16.34,2.61,0,0,0,1,164.12
43.0,15.19,0.76,1,0,0,0,153.6
45.0,19.52,5.02,0,1,0,0,159.64
39.0,9.71,4.09,0,0,1,0,136.26
46.0,18.29,3.37,0,0,0,1,162.76
19.0,11.3,1.95,0,1,0,0,66.93
61.0,20.73,2.6,1,0,0,0,219.28
87.0,28.94,4.56,0,0,1,0,309.12
93.0,29.24,3.03,0,0,1,0,328.55
100.0,33.15,5.47,0,0,0,1,352.03
79.0,24.18,8.11,1,0,0,0,282.01
60.0,19.08,0.03,0,0,1,0,215.86
84.0,29.14,4.48,0,1,0,0,294.84
58.0,13.87,0.42,0,1,0,0,208.21
58.0,21.04,2.68,0,0,0,1,201.13
77.0,24.14,6.44,0,0,1,0,272.14
22.0,2.14,2.39,0,0,0,1,75.45
95.0,30.9,4.8,1,0,0,0,340.18
55.0,13.81,3.25,0,1,0,0,193.84
40.0,8.4,1.47,0,1,0,0,146.06
28.0,12.14,5.19,1,0,0,0,105.18
50.0,16.22,4.53,1,0,0,0,176.2
30.0,0.56,0.87,1,0,0,0,104.01
22.0,12.65,1.19,1,0,0,0,78.52
60.0,15.65,1.54,0,0,1,0,213.05
77.0,27.56,7.18,0,1,0,0,274.11
12.0,13.94,0.41,0,0,0,1,43.63
30.0,4.45,1.9,1,0,0,0,102.97
79.0,23.63,4.31,0,0,1,0,283.24
15.0,3.62,0.42,0,0,1,0,57.13
94.0,28.35,2.77,1,0,0,0,341.1
46.0,14.19,5.08,0,0,1,0,166.85
34.0,5.78,2.63,0,1,0,0,123.69
74.0,16.86,4.16,0,1,0,0,266.49
92.0,26.81,4.2,1,0,0,0,324.16
30.0,8.23,0.64,0,0,1,0,106.06
88.0,21.33,8.33,0,0,1,0,318.42
91.0,17.88,4.93,0,0,0,1,327.39
83.0,19.35,0.76,0,0,1,0,295.17
34.0,4.45,4.8,0,0,1,0,123.59
41.0,17.41,3.41,0,1,0,0,146.08
15.0,1.77,2.57,1,0,0,0,58.27
78.0,36.4,5.32,1,0,0,0,277.71
63.0,25.08,2.68,0,0,1,0,221.81
75.0,27.38,6.01,1,0,0,0,261.81
48.0,20.83,0.54,0,0,1,0,171.74
94.0,30.88,7.2,0,0,0,1,336.75
39.0,8.03,3.78,0,1,0,0,141.09
13.0,9.43,1.8,0,0,1,0,49.12
42.0,15.5,2.86,0,1,0,0,145.8
71.0,18.51,0.83,0,1,0,0,250.94
36.0,14.41,3.11,0,1,0,0,129.83
64.0,18.92,3.25,0,0,0,1,230.4
99.0,34.19,7.82,0,0,1,0,357.11
95.0,39.36,6.18,1,0,0,0,342.78
17.0,0.04,1.3,0,0,1,0,64.98
20.0,11.34,0.0,0,1,0,0,67.67
80.0,29.34,3.46,0,0,1,0,288.18
46.0,19.0,0.96,1,0,0,0,164.33
75.0,20.14,5.76,1,0,0,0,265.23
15.0,3.09,2.61,1,0,0,0,61.44
63.0,14.44,2.95,0,0,1,0,220.23
20.0,12.62,1.6,0,0,1,0,74.83
68.0,28.7,3.71,0,0,1,0,242.14
74.0,22.45,0.31,0,0,0,1,263.35
11.0,5.52,0.77,1,0,0,0,36.31
35.0,7.23,1.14,0,0,1,0,122.13
52.0,19.4,5.77,0,1,0,0,189.98
25.0,9.97,0.67,0,1,0,0,87.25
74.0,21.2,2.29,0,0,0,1,265.22
11.0,0.46,0.26,0,0,1,0,38.22
99.0,36.74,7.61,0,0,0,1,347.75
11.0,5.56,3.53,0,0,0,1,39.99
34.0,7.77,0.83,0,0,0,1,122.82
48.0,10.82,1.35,0,1,0,0,162.16
82.0,35.05,5.15,0,0,0,1,291.24
59.0,13.85,2.55,0,0,1,0,210.59
23.0,2.03,1.43,1,0,0,0,85.89
14.0,0.15,2.6,0,0,1,0,50.65
62.0,14.95,0.27,1,0,0,0,222.74
80.0,32.54,4.74,0,0,1,0,281.74
87.0,31.07,4.89,0,0,0,1,309.66
16.0,1.87,1.88,1,0,0,0,56.32
16.0,0.45,3.54,0,1,0,0,56.02
96.0,37.66,6.31,1,0,0,0,340.15
85.0,36.17,7.52,0,1,0,0,309.67
11.0,6.84,2.46,0,1,0,0,41.41
64.0,20.5,4.53,0,0,1,0,233.63
59.0,31.0,2.46,0,0,1,0,214.24
94.0,27.85,8.47,0,0,0,1,339.59
62.0,22.22,3.55,1,0,0,0,217.51
53.0,13.63,3.34,0,1,0,0,186.28
19.0,5.46,1.03,0,0,0,1,62.91
91.0,26.63,4.54,1,0,0,0,325.28
40.0,17.89,4.1,0,1,0,0,143.45
71.0,21.47,3.22,0,1,0,0,251.22
28.0,5.55,1.02,0,0,1,0,100.58
55.0,16.86,4.26,0,0,1,0,194.4
32.0,10.02,2.07,0,0,0,1,111.98
77.0,18.31,2.52,0,1,0,0,275.53
48.0,12.34,1.22,1,0,0,0,166.73
56.0,24.41,6.45,0,1,0,0,197.08
81.0,26.1,4.35,0,1,0,0,289.04
40.0,12.03,1.47,0,0,1,0,139.44
59.0,19.7,3.9,0,0,0,1,207.09
23.0,2.5,1.22,0,0,0,1,81.69
16.0,2.73,0.05,1,0,0,0,56.59
40.0,8.21,0.55,0,0,1,0,142.49
27.0,14.02,2.47,1,0,0,0,94.04
21.0,10.58,1.06,0,0,0,1,73.19
41.0,13.93,2.16,0,0,1,0,148.11
63.0,23.24,5.82,0,0,1,0,224.51
21.0,0.22,2.79,0,0,1,0,74.9
52.0,13.43,2.66,0,0,0,1,184.46
18.0,7.76,1.46,0,0,1,0,66.35
81.0,35.91,5.44,1,0,0,0,291.31
14.0,4.97,4.91,1,0,0,0,52.75
73.0,34.27,8.06,0,1,0,0,262.59
34.0,14.89,0.9,1,0,0,0,116.33
96.0,32.95,7.86,0,0,1,0,338.79
75.0,20.71,3.74,0,1,0,0,264.64
70.0,20.27,3.99,0,0,0,1,256.97
77.0,25.67,2.14,0,0,1,0,273.28
74.0,15.46,2.48,0,0,0,1,263.04
31.0,11.09,1.84,1,0,0,0,111.32
12.0,6.67,1.99,0,1,0,0,41.56
32.0,10.28,0.77,0,0,0,1,116.77
78.0,27.93,5.9,0,1,0,0,276.1
86.0,26.4,3.43,1,0,0,0,310.16
86.0,33.25,10.06,1,0,0,0,304.43
68.0,32.65,3.41,0,0,0,1,242.52
29.0,10.41,3.8,0,0,0,1,99.42
41.0,6.03,6.15,1,0,0,0,146.56
83.0,27.99,6.07,1,0,0,0,292.56
28.0,10.05,3.72,1,0,0,0,97.24
32.0,13.71,0.83,0,0,1,0,109.93
29.0,6.06,2.21,0,1,0,0,106.07
77.0,25.7,4.35,1,0,0,0,273.67
85.0,33.88,5.71,0,1,0,0,303.66
35.0,19.98,3.22,0,0,0,1,121.53
40.0,7.34,3.69,0,1,0,0,140.53
52.0,20.71,1.63,0,0,1,0,183.02
89.0,13.6,0.02,0,0,0,1,321.08
24.0,9.75,0.41,1,0,0,0,85.24
67.0,33.62,6.8,0,1,0,0,240.35
100.0,45.08,4.51,0,1,0,0,352.66
83.0,26.87,3.44,0,0,0,1,296.71
28.0,21.11,3.2,0,0,0,1,100.33
94.0,28.66,7.87,0,0,0,1,337.4
17.0,7.0,0.24,0,0,1,0,64.25
19.0,11.41,1.3,1,0,0,0,66.22
89.0,28.03,3.15,0,0,1,0,314.89
91.0,33.66,7.64,0,1,0,0,321.27
37.0,13.64,3.06,0,0,1,0,131.02
84.0,32.98,8.48,0,1,0,0,306.24
22.0,2.36,3.34,1,0,0,0,83.04
71.0,26.99,0.84,0,1,0,0,252.12
77.0,30.78,3.67,0,0,1,0,273.42
76.0,34.28,7.94,1,0,0,0,266.94
19.0,11.43,3.11,0,1,0,0,63.01
89.0,38.2,6.57,0,1,0,0,316.57
100.0,42.83,3.97,0,0,1,0,354.87
13.0,14.28,2.33,0,0,1,0,48.98
25.0,5.06,4.33,1,0,0,0,85.9
91.0,28.08,6.06,1,0,0,0,322.37
34.0,5.87,4.07,0,1,0,0,119.6
96.0,32.6,0.54,0,0,1,0,348.78
45.0,22.82,4.04,0,0,1,0,159.37
63.0,25.0,5.37,0,0,1,0,227.6
74.0,29.52,2.33,0,0,0,1,264.59
42.0,14.65,0.65,0,1,0,0,150.46
45.0,20.45,3.34,0,0,0,1,158.07
31.0,7.92,0.08,0,1,0,0,107.04
86.0,25.1,6.32,0,0,0,1,306.81
41.0,12.73,0.53,1,0,0,0,141.83
55.0,20.11,2.73,0,1,0,0,195.1
29.0,10.94,3.06,0,1,0,0,101.29
87.0,34.54,4.63,0,1,0,0,303.7
26.0,18.65,5.77,0,0,0,1,92.76
30.0,10.56,2.86,0,0,1,0,104.59
29.0,12.66,1.67,0,0,1,0,105.6
85.0,29.39,2.73,0,0,1,0,302.06
100.0,42.23,8.98,0,1,0,0,364.08
89.0,36.0,3.98,0,0,1,0,316.05
15.0,7.69,2.08,0,0,0,1,55.15
22.0,4.39,0.89,0,0,1,0,77.84
75.0,29.62,10.26,0,1,0,0,264.49
30.0,11.92,2.58,0,0,0,1,102.33
55.0,28.17,3.41,0,0,1,0,198.66
29.0,4.65,2.5,0,0,1,0,101.19
78.0,30.95,6.41,0,0,0,1,279.67
82.0,34.25,5.68,0,0,1,0,293.15
63.0,24.12,5.3,0,1,0,0,216.9
51.0,14.12,0.91,0,0,1,0,182.58
58.0,28.44,6.11,0,0,0,1,203.17
91.0,25.51,5.13,0,1,0,0,324.05
81.0,31.38,7.02,1,0,0,0,293.3
48.0,12.53,1.83,0,0,1,0,171.3
99.0,25.07,5.42,0,0,1,0,352.16
43.0,17.14,3.37,0,1,0,0,151.66
77.0,36.05,5.14,0,1,0,0,277.62
69.0,28.45,7.1,0,0,0,1,245.19
19.0,7.96,2.43,0,0,1,0,66.43
63.0,15.03,1.15,0,0,0,1,220.76
11.0,8.23,1.67,0,0,1,0,37.03
28.0,2.21,1.33,1,0,0,0,104.2
49.0,15.86,3.97,0,1,0,0,173.15
52.0,19.76,1.2,0,0,1,0,187.87
70.0,24.31,2.4,0,1,0,0,249.2
17.0,5.17,0.21,0,0,0,1,56.37
92.0,34.76,3.83,0,0,0,1,325.06
79.0,25.28,6.05,0,0,0,1,283.29
34.0,5.49,2.36,0,0,0,1,119.11
34.0,11.37,2.18,0,0,1,0,121.98
10.0,8.83,4.0,0,0,1,0,36.81
14.0,18.29,4.16,0,0,1,0,46.11
88.0,34.01,6.0,0,1,0,0,312.11
78.0,25.44,2.03,0,1,0,0,272.62
16.0,3.3,1.43,1,0,0,0,59.22
17.0,3.98,0.78,0,0,0,1,60.51
61.0,25.23,3.21,0,1,0,0,224.41
47.0,18.05,1.4,1,0,0,0,170.99
99.0,36.72,7.92,0,0,0,1,352.93
14.0,12.23,2.75,1,0,0,0,51.79
31.0,16.06,3.81,0,0,1,0,106.88
67.0,18.39,1.63,0,0,1,0,235.58
72.0,11.26,5.92,0,1,0,0,253.57
44.0,24.63,0.36,1,0,0,0,159.24
39.0,2.35,0.59,0,0,1,0,135.26
95.0,38.05,6.96,0,0,1,0,339.29
35.0,15.93,4.55,0,1,0,0,121.24
39.0,19.59,1.6,0,0,1,0,143.13
16.0,5.77,1.6,0,0,1,0,53.0
69.0,18.67,4.81,0,1,0,0,246.28
65.0,22.56,7.4,0,1,0,0,232.27
52.0,18.43,5.48,1,0,0,0,178.19
30.0,0.18,0.28,0,0,0,1,113.19
55.0,20.84,3.35,0,1,0,0,189.97
36.0,8.12,1.23,1,0,0,0,130.99
55.0,16.94,6.28,0,1,0,0,200.27
35.0,3.23,0.85,0,0,0,1,127.38
56.0,16.14,6.55,0,0,0,1,204.22
80.0,27.72,6.87,0,0,0,1,289.19
87.0,31.85,6.52,0,0,0,1,309.54
49.0,17.09,1.74,0,0,1,0,173.62
56.0,11.38,0.71,0,0,0,1,199.5
54.0,12.96,2.34,0,0,1,0,194.57
11.0,1.46,1.63,0,0,0,1,38.78
99.0,33.43,3.02,0,0,0,1,351.23
34.0,11.69,0.68,1,0,0,0,120.12
63.0,17.42,2.04,0,0,1,0,221.93
52.0,19.75,3.57,0,1,0,0,183.07
47.0,25.47,3.0,0,0,1,0,163.21
58.0,18.37,4.58,0,0,1,0,202.43
44.0,15.29,4.18,0,1,0,0,157.88
86.0,29.09,4.85,0,0,1,0,306.09
84.0,30.96,3.76,0,0,1,0,301.67
72.0,21.83,2.86,0,1,0,0,261.62
43.0,17.66,2.73,0,0,1,0,158.01
83.0,35.64,8.93,0,0,1,0,294.64
15.0,6.44,3.42,1,0,0,0,56.67
27.0,6.49,1.11,1,0,0,0,90.58
75.0,29.24,3.97,0,0,1,0,266.47
36.0,11.45,0.38,0,1,0,0,126.64
28.0,20.15,3.25,0,0,1,0,100.75
62.0,24.17,6.35,0,0,0,1,217.36
69.0,21.08,3.13,0,0,1,0,246.9
58.0,21.67,6.62,1,0,0,0,206.05
28.0,11.42,0.99,0,1,0,0,93.29
72.0,28.04,5.7,0,0,1,0,251.63
84.0,24.85,1.84,0,0,1,0,302.41
48.0,14.82,2.46,0,0,0,1,170.11
32.0,4.07,0.96,0,0,1,0,111.8
80.0,22.22,3.19,0,0,1,0,282.6
63.0,20.71,3.52,1,0,0,0,223.25
73.0,30.35,5.23,0,0,0,1,260.24
13.0,2.58,0.34,0,0,0,1,50.53
53.0,19.94,5.79,0,0,0,1,182.59
72.0,11.81,0.5,0,0,1,0,256.66
61.0,24.55,4.21,0,0,0,1,219.88
44.0,16.55,5.08,1,0,0,0,151.92
13.0,1.96,1.0,0,0,0,1,49.37
82.0,32.42,5.91,0,0,0,1,288.98
19.0,11.84,1.58,0,0,1,0,62.61
93.0,29.01,5.65,1,0,0,0,325.66
19.0,6.01,2.38,1,0,0,0,66.38
74.0,21.99,0.88,0,0,1,0,265.84
43.0,15.88,0.35,0,0,0,1,152.49
60.0,30.68,6.37,0,0,1,0,213.22
73.0,27.4,3.86,0,1,0,0,263.7
96.0,33.86,4.85,0,0,1,0,346.72
84.0,22.23,4.07,0,1,0,0,300.55
46.0,13.44,1.23,0,1,0,0,161.97
93.0,26.87,2.6,0,0,0,1,329.72
12.0,2.2,0.35,0,0,0,1,41.63
64.0,25.83,5.19,1,0,0,0,230.25
62.0,29.4,4.15,0,0,0,1,220.98
49.0,15.96,5.25,0,0,1,0,174.18
78.0,26.05,2.49,0,1,0,0,276.25
60.0,16.6,5.25,0,0,0,1,212.49
43.0,9.64,1.81,1,0,0,0,154.53
93.0,31.27,8.35,0,0,1,0,327.38
33.0,6.24,1.7,0,1,0,0,113.6
48.0,23.01,0.33,0,0,1,0,167.34
39.0,14.59,5.48,0,0,1,0,140.54
72.0,24.97,3.38,0,1,0,0,260.3
34.0,8.1,4.64,0,0,0,1,122.28
100.0,34.28,10.34,0,0,1,0,354.68
34.0,8.2,6.05,0,0,1,0,120.07
27.0,15.45,4.65,0,1,0,0,96.82
12.0,10.22,4.46,0,0,1,0,45.25
27.0,8.39,4.06,0,1,0,0,98.99
74.0,21.27,4.21,1,0,0,0,263.89
33.0,21.08,1.3,0,0,0,1,120.63
21.0,5.18,1.33,0,0,0,1,77.69
24.0,12.8,0.05,0,0,1,0,85.86
100.0,43.76,6.42,0,0,0,1,350.09
55.0,15.39,4.81,0,1,0,0,196.72
56.0,18.78,2.52,1,0,0,0,203.57
96.0,30.08,6.06,1,0,0,0,339.21
37.0,6.17,0.34,0,1,0,0,135.38
94.0,17.17,1.02,0,0,0,1,333.84
20.0,2.39,0.59,0,1,0,0,75.78
43.0,28.08,4.46,0,1,0,0,148.22
19.0,2.5,2.17,1,0,0,0,69.73
60.0,19.44,3.36,0,0,0,1,207.62
100.0,25.98,3.81,0,1,0,0,356.28
51.0,18.07,5.71,0,0,1,0,178.47
87.0,36.13,6.66,0,0,1,0,311.74
51.0,16.19,7.97,0,1,0,0,177.93
60.0,18.47,1.88,0,1,0,0,210.47
13.0,6.24,0.78,0,0,0,1,44.5
21.0,7.24,1.61,0,0,1,0,75.88
44.0,12.24,3.77,0,0,1,0,152.54
23.0,10.7,0.58,0,0,0,1,79.2
92.0,31.08,6.93,1,0,0,0,328.88
10.0,5.83,0.11,1,0,0,0,33.93
71.0,28.25,4.4,1,0,0,0,252.52
96.0,34.71,3.44,0,0,1,0,345.2
59.0,24.08,3.33,0,0,1,0,211.64
35.0,7.8,1.96,1,0,0,0,120.64
40.0,8.85,0.15,0,1,0,0,145.3
58.0,28.34,6.98,0,0,0,1,203.41
89.0,31.77,5.89,1,0,0,0,316.27
58.0,21.46,4.24,1,0,0,0,202.23
58.0,17.93,3.46,0,1,0,0,206.29
36.0,12.44,0.9,0,0,1,0,133.59
92.0,29.33,8.15,0,0,0,1,330.16
78.0,37.48,12.11,0,0,1,0,277.34
45.0,8.42,4.06,1,0,0,0,156.88
37.0,0.54,0.87,1,0,0,0,132.41
43.0,13.57,1.32,0,0,0,1,153.54
27.0,5.44,1.13,0,0,1,0,98.45
57.0,21.67,11.53,0,1,0,0,200.81
60.0,16.1,2.9,0,0,0,1,213.38
12.0,4.55,0.97,1,0,0,0,39.99
40.0,8.48,1.59,0,1,0,0,139.14
26.0,0.49,3.31,1,0,0,0,96.53
82.0,26.37,4.16,1,0,0,0,291.6
55.0,16.18,3.6,0,1,0,0,195.66
57.0,16.8,2.95,0,0,0,1,205.67
78.0,29.99,4.66,0,1,0,0,278.86
54.0,18.32,2.12,0,0,1,0,191.38
66.0,23.52,7.95,1,0,0,0,232.31
55.0,18.51,4.09,0,0,0,1,196.18
17.0,2.29,2.15,0,0,1,0,63.86
10.0,5.43,2.38,0,0,1,0,36.36
79.0,26.47,7.3,1,0,0,0,281.95
77.0,22.26,3.35,0,1,0,0,283.25
23.0,5.72,4.0,0,0,0,1,84.6
86.0,29.45,4.05,0,0,0,1,300.72
82.0,23.14,2.04,1,0,0,0,288.66
50.0,15.08,0.47,1,0,0,0,181.05
50.0,11.11,3.95,0,0,0,1,172.98
74.0,21.1,3.62,0,0,1,0,261.85
52.0,13.56,2.67,0,0,0,1,187.77
92.0,26.47,7.07,0,0,1,0,328.24
33.0,18.8,3.74,0,0,1,0,114.29
42.0,11.85,0.43,0,0,1,0,148.89
36.0,15.83,1.74,0,0,0,1,127.55
34.0,19.68,5.03,1,0,0,0,118.89
35.0,16.75,1.73,0,0,1,0,130.55
75.0,29.39,5.91,0,1,0,0,267.04
44.0,23.13,3.02,0,1,0,0,155.94
92.0,30.43,7.72,0,0,0,1,330.64
20.0,6.46,1.39,0,0,1,0,73.0
55.0,19.8,1.59,0,0,1,0,195.42
15.0,0.11,0.98,0,0,0,1,54.63
68.0,19.17,0.92,0,0,0,1,240.39
44.0,11.08,3.22,0,1,0,0,150.19
69.0,19.91,0.25,0,0,1,0,242.25
72.0,20.22,6.06,1,0,0,0,252.71
56.0,22.47,3.37,0,0,0,1,201.69
61.0,23.13,6.42,0,0,1,0,223.44
42.0,15.83,2.94,0,0,0,1,147.48
22.0,0.56,0.18,0,0,1,0,79.34
57.0,17.94,3.09,0,1,0,0,204.05
13.0,6.35,3.58,0,0,1,0,44.85
11.0,1.61,1.58,0,0,1,0,37.75
34.0,2.69,3.01,1,0,0,0,119.75
60.0,21.45,1.78,0,0,1,0,215.95
17.0,0.1,0.47,0,0,0,1,61.36
27.0,16.24,3.19,0,0,1,0,93.62
51.0,24.16,4.79,0,0,0,1,180.79
53.0,10.68,3.72,0,0,1,0,189.56
26.0,10.86,1.34,0,0,1,0,88.01
48.0,20.8,5.62,0,1,0,0,174.88
97.0,23.11,5.39,1,0,0,0,347.96
17.0,0.96,0.75,0,0,1,0,58.94
45.0,23.88,3.32,0,0,0,1,159.42
33.0,11.29,0.95,0,0,0,1,116.34
87.0,28.28,7.02,0,0,0,1,310.22
82.0,23.78,3.16,1,0,0,0,294.9
63.0,11.2,1.85,0,1,0,0,222.14
51.0,19.51,3.28,0,1,0,0,182.89
33.0,11.5,2.91,0,0,1,0,114.15
56.0,25.18,2.28,0,1,0,0,197.35
68.0,20.65,2.09,0,0,0,1,242.04
26.0,10.96,2.94,0,1,0,0,92.13
59.0,24.0,2.35,0,0,0,1,210.73
71.0,29.27,4.33,0,0,1,0,254.96
83.0,28.11,7.36,0,1,0,0,297.63
47.0,19.31,0.57,0,0,0,1,169.23
46.0,22.09,3.79,1,0,0,0,167.41
99.0,33.28,5.6,1,0,0,0,357.52
83.0,27.46,4.85,1,0,0,0,292.55
21.0,5.03,2.13,0,0,0,1,77.39
34.0,9.51,0.98,1,0,0,0,118.34
79.0,31.54,7.02,0,0,1,0,279.93
37.0,18.61,0.07,1,0,0,0,131.02
50.0,15.53,0.66,0,0,0,1,179.14
48.0,10.36,3.61,0,0,0,1,173.35
92.0,27.96,7.4,0,1,0,0,327.76
66.0,22.01,4.98,0,1,0,0,229.29
19.0,7.3,1.58,0,0,1,0,71.4
47.0,15.6,5.33,0,0,0,1,167.97
16.0,17.69,0.34,1,0,0,0,52.85
87.0,36.19,4.81,0,0,1,0,303.04
21.0,6.82,3.39,0,1,0,0,72.12
67.0,18.24,0.56,0,1,0,0,234.6
66.0,26.54,3.95,1,0,0,0,241.79
13.0,7.04,0.6,1,0,0,0,46.84
39.0,11.06,3.69,0,0,1,0,140.39
79.0,25.96,5.78,0,1,0,0,282.97
64.0,19.56,5.8,1,0,0,0,224.43
98.0,30.1,6.11,0,0,0,1,348.53
78.0,23.74,7.55,0,0,0,1,272.08
87.0,31.33,7.01,1,0,0,0,307.99
29.0,10.61,0.39,0,1,0,0,106.81
81.0,27.47,1.61,0,0,1,0,289.25
85.0,27.44,4.19,0,1,0,0,297.81
82.0,30.62,6.79,0,1,0,0,295.0
40.0,14.4,2.87,0,0,1,0,147.03
42.0,15.03,4.47,1,0,0,0,151.76
32.0,19.08,6.4,1,0,0,0,115.09
23.0,5.09,0.25,0,0,1,0,86.21
97.0,22.65,3.29,1,0,0,0,345.85
51.0,12.9,1.83,0,0,0,1,184.05
44.0,10.56,7.35,0,0,1,0,159.8
31.0,11.95,1.41,0,1,0,0,112.77
42.0,7.98,0.98,0,0,1,0,147.23
35.0,1.53,1.17,0,1,0,0,129.6
68.0,19.99,1.96,0,1,0,0,236.34
85.0,29.11,2.66,0,0,0,1,299.42
15.0,4.41,3.45,1,0,0,0,49.6
97.0,30.2,6.14,0,0,0,1,342.25
46.0,10.58,1.4,0,0,0,1,164.6
12.0,6.22,4.11,0,0,0,1,46.54
44.0,14.69,3.04,1,0,0,0,156.53
13.0,0.43,1.4,0,0,0,1,49.22
25.0,1.72,3.63,0,0,1,0,89.95
54.0,24.93,2.99,0,0,1,0,193.06
33.0,12.82,0.21,0,0,1,0,113.59
21.0,16.69,1.98,1,0,0,0,72.22
32.0,18.32,2.61,0,0,0,1,111.2
63.0,10.25,0.39,1,0,0,0,230.15
43.0,7.88,2.1,0,0,0,1,154.23
30.0,14.83,1.17,1,0,0,0,102.24
59.0,19.38,2.88,0,1,0,0,211.23
45.0,17.02,1.06,0,1,0,0,165.63
43.0,23.12,2.99,0,1,0,0,153.56
65.0,12.4,4.22,1,0,0,0,226.94
34.0,6.8,5.34,1,0,0,0,123.3
26.0,13.94,0.61,0,0,1,0,94.68
94.0,34.03,6.35,1,0,0,0,335.98
19.0,7.06,0.78,1,0,0,0,68.73
31.0,6.17,1.04,0,0,0,1,112.72
29.0,12.09,2.49,0,0,0,1,104.5
15.0,4.46,2.63,0,1,0,0,54.33
69.0,20.72,1.68,0,1,0,0,245.52
33.0,14.22,2.01,0,0,1,0,122.2
50.0,19.17,4.88,0,1,0,0,179.19
98.0,27.04,3.36,0,1,0,0,350.2
44.0,16.25,2.97,0,1,0,0,153.87
73.0,14.84,1.59,0,1,0,0,260.06
98.0,30.96,8.51,0,0,1,0,345.59
32.0,4.72,1.76,0,1,0,0,113.67
25.0,10.68,0.11,0,0,0,1,88.57
45.0,12.62,0.62,1,0,0,0,157.51
92.0,30.29,5.39,0,0,1,0,326.95
86.0,27.47,4.52,0,0,1,0,305.52
44.0,17.68,2.15,0,0,0,1,159.35
65.0,19.77,5.61,0,0,1,0,229.72
35.0,13.07,3.55,1,0,0,0,123.91
91.0,28.61,5.51,1,0,0,0,319.38
90.0,30.19,3.44,0,0,1,0,320.22
13.0,1.94,0.66,0,0,0,1,49.15
60.0,23.24,3.59,0,0,1,0,212.41
84.0,23.87,4.14,0,1,0,0,301.04
14.0,0.2,2.13,0,1,0,0,43.3
22.0,13.49,3.19,0,0,0,1,76.22
88.0,35.4,4.22,0,1,0,0,312.23
90.0,40.25,2.29,1,0,0,0,322.57
57.0,23.22,3.25,0,1,0,0,201.14
21.0,1.43,0.08,0,1,0,0,70.08
31.0,16.34,3.89,0,1,0,0,109.18
35.0,4.44,0.37,1,0,0,0,126.65
20.0,4.73,3.52,1,0,0,0,72.86
13.0,1.94,0.72,1,0,0,0,46.25
35.0,14.78,3.73,0,0,0,1,121.32
64.0,22.88,3.2,1,0,0,0,227.89
60.0,18.71,2.41,1,0,0,0,219.71
29.0,14.65,3.72,1,0,0,0,101.12
62.0,24.37,4.8,0,0,0,1,223.27
89.0,36.78,3.93,0,0,1,0,322.32
90.0,25.16,2.74,0,0,0,1,322.59
99.0,30.02,4.26,0,0,0,1,352.45
100.0,28.6,6.15,0,1,0,0,350.25
53.0,18.98,2.37,0,1,0,0,187.45
35.0,11.71,1.95,1,0,0,0,121.79
68.0,27.81,2.87,0,0,0,1,243.29
72.0,20.74,4.95,0,0,1,0,256.77
47.0,19.7,3.04,1,0,0,0,167.51
12.0,14.72,0.32,1,0,0,0,47.48
18.0,10.39,4.85,0,1,0,0,59.12
11.0,7.69,3.02,0,0,0,1,33.69
48.0,12.11,0.75,1,0,0,0,172.73
92.0,35.2,3.69,0,0,1,0,330.05
74.0,25.56,5.46,0,0,1,0,261.97
89.0,30.58,5.92,0,0,0,1,315.21
33.0,6.31,2.64,1,0,0,0,117.17
98.0,31.93,4.65,0,0,1,0,349.09
96.0,31.12,2.6,1,0,0,0,341.77
79.0,18.68,1.18,0,0,0,1,281.27
10.0,5.22,1.08,0,0,0,1,31.2
21.0,2.44,2.35,1,0,0,0,65.53
50.0,19.35,2.37,1,0,0,0,177.96
71.0,24.92,2.42,0,1,0,0,252.28
75.0,24.9,2.15,0,0,0,1,269.53
78.0,34.1,6.18,0,0,1,0,274.55
22.0,14.04,4.64,1,0,0,0,76.22
88.0,25.79,5.0,1,0,0,0,309.29
88.0,37.29,11.96,0,0,1,0,311.77
61.0,27.2,6.32,0,0,0,1,216.91
47.0,23.27,1.48,0,0,0,1,172.1
72.0,30.36,5.11,0,1,0,0,259.7
95.0,33.71,4.45,0,0,0,1,337.8
38.0,8.43,1.89,0,0,1,0,138.67
66.0,20.82,4.35,0,1,0,0,236.32
12.0,2.29,0.32,0,1,0,0,36.83
47.0,20.94,4.77,0,0,1,0,166.78
38.0,21.97,3.88,0,0,0,1,138.0
60.0,20.11,3.84,0,0,0,1,219.93
72.0,18.55,4.52,1,0,0,0,254.8
69.0,15.62,0.97,0,0,0,1,242.73
92.0,32.32,4.65,0,0,0,1,328.33
85.0,27.9,2.42,1,0,0,0,306.38
62.0,13.48,2.81,1,0,0,0,215.12
32.0,8.07,3.94,0,0,0,1,108.53
57.0,16.97,4.94,0,0,0,1,202.88
37.0,13.53,1.31,0,0,1,0,134.7
100.0,27.78,5.28,0,1,0,0,359.04
30.0,4.33,0.48,0,0,1,0,102.35
25.0,5.49,0.39,1,0,0,0,91.88
26.0,2.88,1.83,0,0,0,1,96.05
73.0,32.17,6.72,0,0,0,1,264.14
25.0,4.59,1.02,0,1,0,0,91.09
95.0,31.36,9.62,0,0,0,1,336.42
20.0,3.59,0.19,0,0,1,0,71.9
